,text
662,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yurt dışından sınav başvuruları nasıl yapılır?[/INST] İnternet aracılığıyla bireysel başvuru hakkı olmayan adaylardan, başvuruların yapılacağı tarihler arasında eğitim, tedavi vb. nedenlerle yurt dışında bulunduğu için (KKTC ve Kırgızistan-Bişkek hariç)başvuru merkezine gitmesi mümkün olmayanlar, başvurularını aşağıdaki şekilde yapacaklardır. Posta yolu ile başvuru alınmayacaktır.Bu adaylar, sınava Ankara’da girecekler ve sınava sadece pasaportları ile kabul edileceklerdir. Bu adaylar için sınavda pasaport dışında bir kimlik belgesi kabul edilmeyecektir.1) MERNİS’te Y.U. numarası bulunmayanlar, YU Numarası alacaklardır.2) Yurt dışından başvuru yapmak isteyen adaylar, ÖSYM Çağrı Merkezi’ni başvuru süresi içerisinde bir yurt dışı telefon numarasından arayarak sınava yurt dışından başvuracaklarını bildireceklerdir.3) Adaylar, T.C Kimlik / YU Numarası ve şifresiyle AİS’e giriş yaparak başvuru bilgilerini sisteme kaydedeceklerdir.4) Başvuru işlemini yapan adaylar, başvuru süresince ve başvuru süresi bittikten sonraki ilk gün 23.59’a kadar www.osym.gov.tr İnternet adresinde bulunan ""ÖDEMELER"" alanından kredi kartı/banka kartı ile sınav ücretini yatıracaklardır.5) ÖSYM Aday İşlemleri Sisteminde geçerli bir fotoğrafı bulunmayanlar; fotoğraf alanını boş bırakacaklardır. Ayrıca; adaylar, eğitim bilgileri alanında güncelleme /ekleme yapabileceklerdir.Bu durumdaki adaylar, Ankara’da sınava alınacaklardır.6) Sınav ücretini yatırarak sınava başvurularını tamamlayan sınav tarihinden önceki son resmi iş günü mesai saati bitimine kadar ÖSYM Ankara Sınav Koordinatörlüğüne (Çetin Emeç Bulvarı 1290. Sokak No:2 Yukarı Öveçler-ANKARA) aşağıdaki belgelerle birlikte şahsen başvuru yaparak başvurularını tamamlayacaklar ve Sınava Giriş Belgelerini edinebileceklerdir. Bu belgelerden biri bile eksik olan adayların başvurusu tamamlanmamış olacaktır. Bu adaylar, Sınava Giriş Belgesi edinemezler.a) Doldurulmuş ve aday tarafından imzalanmış Aday Başvuru Kayıt Bilgisib) Başvuru tarihinde yurt dışında bulunduğunu belirten resmî bir belge (pasaportun aslı ve pasaport giriş-çıkış mühürlerinin bulunduğu sayfanın onaylı bir örneği)c) Diploma veya öğrenim durumunu gösterir resmî bir belgenin onaylı örneği (eğitim durumunda herhangi bir güncelleme/ekleme yapılmış ise)7) Yukarıda belirtilen belgeler, başvuru merkezi görevlisince kontrol edilecektir. Adayın geçerli bir fotoğrafı bulunmaması durumunda fotoğrafı çekilecek, eğitim bilgisindeki aday beyanı eğitim bilgilerini gösterir belge doğrultusunda BM görevlisi tarafından sistemde onaylanacaktır</s>"
663,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Hangi sınıf ve derslerden ortak yazılı sınav yapılacak?[/INST]  Ortak yazılı sınavların; Bakanlık tarafından ülke geneli, İl, ilçe geneli, Okul geneli olmak üzere 3 farklı uygulaması var. 1) Bu kapsamda öncelikle Bakanlık hangi sınıf düzeyinde hangi derslerden ortak sınav yapılacağını kamuoyuna duyuracaktır. 2023–2024 öğretim yılında: 6. sınıfların Türkçe ve matematik derslerinin 1. dönem 2. yazılıları ile 2. dönem 1. yazılıları 9. sınıfların Türk dili ve edebiyatı ve matematik derslerinin 1. dönem 2. yazılıları ile 2. dönem 1. yazılıları ortak yapılacaktır. 2) Bu öğretim yılı için Bakanlıkça belirlenen sınavlar dışında il veya ilçe geneli yapılacak ortak yazılı sınavlar da yapılabilir. Bunların hangi ders ve sınıf düzeyinde olacağı millî eğitim müdürlüklerince okullara duyurulacaktır. Yukarıda belirtilen iki madde dışında kalan ve birden fazla şubede okutulan derslerin sınavları ortak yazılı sınav olarak yapılacaktır.</s>"
664,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavlarda sorular nasıl olacak?[/INST]  Bu öğretim yılına mahsus olmak üzere Bakanlık, il ve ilçe geneli yapılacak ortak yazılı sınavlarda çoktan seçmeli sorular kullanılacaktır. Gerekli alt yapı hazırlandıktan sonra bu sınavlarda da açık uçlu sorular kullanılabilecektir. Bunun dışında kalan tüm ortak yazılı sınavlar ile diğer tüm yazılı sınavların soruları açık uçlu veya açık uçlu ve kısa cevaplı sorulardan oluşacaktır.</s>"
665,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınav uygulaması nasıl yapılacak?[/INST]  Bakanlık tarafından yapılacak ortak yazılı sınavların soruları Ölçme, Değerlendirme ve Sınav Hizmetleri Genel Müdürlüğünce hazırlanarak okullara gönderilecektir. Sınav uygulaması okulda görevli öğretmenlerce yapılacaktır. Sınavın değerlendirilmesi ise okul veya Ölçme Değerlendirme Merkezi Müdürlüklerince yapılacaktır.</s>"
666,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların okul öğretmenleri tarafından yapılması sınavın güvenirliğini olumsuz etkiler mi?[/INST]  Ülke ve il geneli ortak yazılı sınav uygulamasının okullarda öğretmenler tarafından uygulanan sınavlardan tek farkı soru ve cevap anahtarlarının merkezden hazırlanacak olmasıdır. Nasıl ki okulda öğretmenlerimiz kendi yaptıkları sınavın güvenliğini sağlıyorsa bu sınavlar da kendi sınavları olduğundan aynı hassasiyeti göstereceklerdir.</s>
667,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların soru ve cevap anahtarlarını kim hazırlayacak?[/INST]  Bakanlık (ülke geneli ortak yazılı sınavlar) Ölçme Değerlendirme Merkezi Müdürlüğü (il geneli ortak yazılı sınavlar) İlçe sınıf/alan zümreleri (ilçe geneli ortak yazılı sınavlar) Eğitim kurumu sınıf/alan zümreleri (okul geneli ortak yazılı sınavlar)</s>
668,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınav soruları hangi kaynaktan hazırlanacaktır?[/INST]  Ortak yazılı sınav soruları ders kitapları ve kazanımlara göre hazırlanacaktır.</s>
669,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavlar için öğrencilerin özel bir hazırlık yapması gerekir mi?[/INST]  Hayır, ortak yazılı sınavların okullardaki ders öğretmenlerince yapılan sınavlardan farkı yoktur. Soruların kapsamı ve zorluk derecesi okulda yapılan sınavlarla aynı olacaktır. Bunun için özel bir hazırlığa gerek yoktur. Öğrencilerin derslere düzenli devam etmeleri, ders kitaplarında yer alan etkinlik ve sorulara dikkatli bakmaları sınav başarısı için yeterli olacaktır.</s>"
670,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavlara özel okullar da katılacak mı?[/INST]  Evet, ortak yazılı sınavlara özel öğretim kurumları da katılacaktır. Ayrıca resmî ve özel okulların tamamı Yönetmelikte yer alan tüm maddelere uygun çalışmalar yapacaktır.</s>"
671,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke, il ve ilçe geneli yapılacak ortak yazılı sınavlar notla değerlendirilecek mi?[/INST]  Evet, okulda yapılan tüm sınavlar gibi bu sınavlar da notla değerlendirilecektir. Sınavların ağırlığı diğer sınavlarla aynı olacaktır.</s>"
672,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke, il ve ilçe geneli yapılacak ortak yazılı sınavlarda öğrenci ya da okul sıralaması olacak mı?[/INST]  Hayır, hiçbir şekilde öğrenci ya da okul sıralaması yapılmayacaktır. Öğrenci toplu listeleri yayımlanmayacak; okul, sınıf ve şube karşılaştırması yapılmayacaktır.</s>"
673,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Konu soru dağılım tablosu nedir?[/INST]  Sınavların kapsam geçerliğinin artırılması ve öğrencilerin sınavlara daha bilinçli hazırlanması için her sınavda hangi konu/kazanımdan kaç soru sorulacağının önceden öğrencilere duyurulmasına yönelik hazırlanan tablodur.</s>
674,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Konu soru dağılım tablosu hazırlamak zorunlu mu?[/INST]  Evet, öğretim yılı başında sınavlarda hangi konu/kazanımdan kaç soru sorulacağının ilgililer tarafından hazırlanması ve öğrencilere duyurulması gerekmektedir.</s>"
675,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların yapılacağı tarihlerde okullarda başka sınavlar yapılabilecek mi?[/INST]  Ülke, il ve ilçe geneli ortak yazılı sınavların yapılacağı tarihlerde başka sınav yapılmayacaktır.</s>"
676,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların yapılacağı tarihlerde okullar tatil edilecek mi?[/INST]  Hayır, ortak yazılı sınavların yapılacağı gün ve saatlerde eğitim öğretime devam edilecektir.</s>"
677,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sınavlar sonrasında ders öğretmenlerince sınav analizi yapılacak mı?[/INST]  Evet, her sınav sonrasında sınav analizi yapılarak öğrenci, sınıf ve okul genelinde ortak öğrenme eksikliği veya öğrenme eksikliği ve yanlış öğrenme varsa bunların telafi edilmesi amacıyla öğrencilere geri bildirim verilecektir.</s>"
678,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların değerlendirmesi nasıl yapılacak? Burada kopya ve diğer olumsuz uygulamaların önüne nasıl geçilecek?[/INST]  Sınavın uygulama aşaması ders öğretmeni tarafından yapılacak. Öğretmen yaptığı sınavlarda kopya çektirmediği gibi ortak yazılı sınavlarda da aynı şekilde sınavın güvenliğini kendisi sağlayacaktır. Yanlış cevap doğru cevabın puanını etkilemeyecek. Değerlendirme eğitim kurumu sınıf/alan zümreleri, Ölçme Değerlendirme Merkezi Müdürlükleri tarafından yapılacaktır.</s>"
679,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların notları nasıl açıklanacak?[/INST]  Öğrenci, 100 üzerinden aldığı puanı daha önceden olduğu gibi e-Okul sistemi üzerinden görecek.</s>"
680,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke, il ve ilçe geneli ortak yazılı sınavlarda tüm lise türlerine aynı soru mu sorulacak?[/INST]  Sorular kazanımın gerektirdiği özelliğe göre hazırlanacaktır. Burada amaç kazanımın doğru ölçülmesidir. Okul türlerinde aynı konu ve kazanımın olması durumunda aynı sorular sorulacaktır. Kazanımın değişmesi durumunda sadece ilgili kazanımlar için farklı soru sorulacaktır.</s>"
681,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke, il ve ilçe geneli ortak yazılı sınav ikili eğitim yapılan okullarda aynı saatte mi yapılacak?[/INST]  Hayır, sınav öğrencinin kendi okul saatinde yapılacaktır. İkili eğitim yapılan okullar için aynı güçlük düzeyinde farklı sorular sorulacaktır.</s>"
682,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke, il ve ilçe geneli yapılan ortak yazılı sınavların zorluk derecesi nasıl olacaktır?[/INST]  Ortak yazılı sınavların öğretmenler tarafından uygulanan sınavlardan tek farkı soru ve cevap anahtarlarının merkezden hazırlanacak olmasıdır. Bu bağlamda zorluk derecesi öğretmenler tarafından yapılan sınavlar gibi olacaktır.</s>"
683,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Deprem bölgesi için farklı bir uygulama yapılacak mı?[/INST]  Evet, deprem bölgesinde gerçekleştirilecek ortak yazılı sınavların içeriği kazanımları işleme takvimlerine göre hazırlanacaktır.</s>"
684,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavlara katılamayan öğrenciler için mazeret sınavı yapılacak mı?[/INST]  Evet, mazereti nedeniyle bu sınavlara katılamayan öğrencilere mazeret sınavları yapılacaktır.</s>"
685,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak yazılı sınavların ayrıntıları için kılavuz hazırlanacak mı?[/INST]  Evet, ortak yazılı sınavlara ilişkin süreçlerin yer aldığı kılavuz yayımlanacaktır. Ülke geneli ortak yazılı sınav kılavuzu Bakanlık tarafından, il ve ilçe geneli ortak yazılı sınav kılavuzu ise millî eğitim müdürlükleri tarafından hazırlanacaktır.</s>"
686,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ülke genelinde sınav haftası uygulamasına mı geçildi?[/INST]  Evet, tüm öğretim kademelerinde yazılı sınavlar Yönetmelikte belirlenen tarihlerde yapılacaktır.</s>"
687,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Derslerden her dönem kaç sınav yapılacaktır?[/INST]  Derslerden bir dönemde iki sınav yapılacaktır. Ancak il sınıf/alan zümrelerince dönem başında gerekçesiyle birlikte karar alınması durumunda haftalık ders saat sayısı altı ve üzeri olan derslerde üçüncü bir sınav da yapılabilecektir. Üçüncü sınavın yapılıp yapılmayacağı, yapılacaksa ne zaman yapılacağı il sınıf/alan zümrelerince belirlenecektir.</s>"
688,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Türkçe, Türk dili ve edebiyatı ve yabancı dil derslerinin sınavları nasıl yapılacak?[/INST]   Türkçe, Türk dili ve edebiyatı ve yabancı dil derslerinin sınavları yazılı ve uygulamalı olmak üzere iki aşamada yapılacaktır. Her öğrenci için yeteri zaman ayrılarak ders öğretmeni tarafından dinleme ve konuşma becerilerini ölçen uygulama sınavları yapılacaktır.</s>"
689,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Türkçe, Türk dili ve edebiyatı ve yabancı dil derslerinin sınavları nasıl puanlanacak?[/INST]  Uygulamalı sınavlar dinleme ve konuşma becerilerini ölçecek şekilde yapılacaktır. Dinleme ve konuşma becerilerini ölçen sınavlar ayrı ayrı puanlanacaktır. Böylelikle; Türkçe ve yabancı dil derslerinin sınav puanları; yazılı sınavın %50’si, dinleme ve konuşma becerilerini ölçen uygulama sınavlarının ortalamasının %50’si alınarak hesaplanacaktır. Türk dili ve edebiyatı dersinin sınav puanları; yazılı sınavın %70’i, dinleme ve konuşma becerilerini ölçen uygulama sınavlarının ortalamasının %30’u alınarak hesaplanacaktır.</s>"
690,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kısa süreli sınavlar nedir?[/INST]  Öğretmenler tarafından öğrenciye anında geri bildirim vermek amacıyla ünite/tema ve/veya konu sonlarında ya da kritik kazanımları ölçmek için yapılan sınavlardır. Kısa süreli sınavlar notla değerlendirilmeyecektir. Kısa süreli sınavlarda farklı soru türleri kullanılabilir.</s>
691,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kaynaştırma/bütünleştirme yoluyla eğitim ve öğretimlerine devam eden öğrencilerin sınavları nasıl yapılacak?[/INST]  Kaynaştırma/bütünleştirme yoluyla eğitim ve öğretimlerine devam eden öğrencilere yönelik ölçme ve değerlendirmede Bireyselleştirilmiş Eğitim Programı (BEP) esas alınacaktır. Bu öğrencilerin ortak yazılı sınavlara katılımıyla ilgili süreçlerden okul müdürlükleri sorumlu olacaktır.</s>
692,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>İlkokullarda sınav yapılacak mı? Çoktan seçmeli soruların yer aldığı test sınavları yapılabilecek mi?[/INST]  İlkokullarda; kısa süreli, hazırbulunuşluk, deneme ve tarama sınavları da dâhil hiçbir ad altında sınav yapılamayacak. Süreç odaklı değerlendirmeye yönelik hazırlanan ölçme araçlarında çoktan seçmeli sorular kullanılmayacak.</s>"
693,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>İlkokul 4. sınıflarda yazılı sınavlar kaldırıldı mı?[/INST]  Evet, ilkokul 4. sınıflar dâhil ilkokullarda yazılı sınav saati uygulaması yapılmayacak.</s>"
694,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>İlkokullarda not verme nasıl yapılacak?[/INST]  İlkokullarda sınıf içi ölçme, biçimlendirici değerlendirmeye göre yapılacak. Öğrencilerin akademik ve sosyal gelişiminin takibi ders öğretmenlerince sürekli yapılacak. Ölçme araçları ders etkinliklerinin bir parçası olarak kullanılacak ve öğrenciye anında geri bildirim verilecek. Dördüncü sınıf öğrencilerin akademik gelişimleri biçimlendirici değerlendirmeye olanak sağlayacak ölçme araçları ile yapılacak ve her dönem sonunda öğrenci gelişim düzeyi bu araçlara verilen puanlarla belirlenecektir. Puan karşılıkları; 85 – 100 çok iyi, 70 – 84,99 iyi, 50 – 69,99 yeterli, 0 – 49,99 geliştirilmeli olacak şekilde karnede “çok iyi”, “iyi”, “yeterli”  ve “geliştirilmeli” şeklinde gösterilecek.</s>"
695,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>İlkokullarda derse giren alan öğretmenleri nasıl ölçme değerlendirme yapacak?[/INST]  İlkokullarda derse giren alan öğretmenleri, sınıf öğretmenleri gibi biçimlendirici değerlendirmeye olanak verecek şekilde öğrenci gelişim dosyası oluşturarak ölçme ve değerlendirme yapacaktır.</s>"
